Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Thai Square Islington,Thai Square Islington,347-349 Upper Street,London,England,N1 0PD,GB,0 20 7704 2000,,http://www.thaisq.com/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,"12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:15,17:30-23:00",12:00-23:00,12:00-22:00,Europe/London,,FALSE,thai-square-islington-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5ffd4d5b193e65e0b1_Thai%2520sq%2520islington.jpeg,,,,,"347-349 Upper St, London N1 0PD, UK",51.5349221,-0.1042182,wpZnyVj1pA,A Thai restaurant offering express lunch menu Monday-Friday from 12-3 pm and an early bird menu from 12:00-6:30 pm every day; Cash not accepted. 8 locations around London. 📸 Thai Square,https://maps.app.goo.gl/MExr3k3FXn1Q3hQ3A,66e40c4ced785208ce669699,https://thenugget.app/template/location/thai-square-islington-london-england
14 Hills,14 Hills,120 Fenchurch Street,London,England,EC3M 5AL,GB,0 20 3981 5222,,http://14hills.co.uk/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Posh, Good for groups, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-22:30,Europe/London,,FALSE,14-hills-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f62bc5ec6e46f35ec59_14%2520hills.png,,,,,"14th floor, 120 Fenchurch St, London EC3M 5AL, UK",51.5122730,-0.0808058,gpaAydYEpZ,"On top of the 14th floor, all-day dining with British favourites and a French touch: seafood, meat and more. Kids meal £15. Cash not accepted. 📸 14 Hills",https://maps.app.goo.gl/wXU4jy8jzQ15fqeHA,66e40c51ab4a1b2ad05fa70b,https://thenugget.app/template/location/14-hills-london-england
YORI (Covent Garden),YORI (Covent Garden),15 Catherine Street,London,England,WC2B 5LA,GB,0 20 7836 3145,,https://yoriuk.com/covent-garden/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-21:30,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:00,Europe/London,,FALSE,yori-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f63f5a20e567497c637_yori%2520cg.png,,,,,"15 Catherine St, London WC2B 5LA, UK",51.5122682,-0.1198011,N4Q6yDVKJO,"Authentic Korean restaurant serving starts, fried chicken, stew, stir fry, BBQ, rice, bibimbap, noodles, kimchi and desserts; with 8 locations around London. 📸 Yori",https://maps.app.goo.gl/UcE4puKdPXp8QfGf7,66e40c53e530ca2a89d40f56,https://thenugget.app/template/location/yori-covent-garden-london-england
Gordon Ramsay Street Pizza - St Paul's,Gordon Ramsay Street Pizza - St Paul's,10 Bread Street,London,England,EC4M 9AJ,GB,0 20 7499 0120,,https://www.gordonramsayrestaurants.com/en/uk/street-pizza/menus/st-paul-s,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Games available, Quick service, A/C",,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-21:00,Europe/London,,FALSE,gordon-ramsay-street-pizza-st-paul-s-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f646a2f8e884847b20f_gordon%2520street%2520pizza%2520st%2520pauls.jpeg,,,,,"Ground Floor, 10 Bread St, London EC4M 9AJ, UK",51.5133615,-0.0949946,ZpoVygdV8D,"Bottomless pizzas for £20; bottomless kids pizza for £10, delicious sides, amazing cocktails and beers; 4 lcoations around London. 📸 Gordon Ramsay's Street Pizza",https://maps.app.goo.gl/gomV54QnGXH78XSx8,66e40c54e9d6ea4ba778bccf,https://thenugget.app/template/location/gordon-ramsay-street-pizza-st-paul-s-london-england
Uzumaki London,Uzumaki London,107 Great Russell Street,London,England,WC1B 3NB,GB,0 7746 998623,,http://www.uzumakilondon.com/,0,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Fun / Quirky, Cosy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,closed,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,uzumaki-london-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"107 Great Russell St, London WC1B 3NB, UK",51.5175444,-0.1292386,64KeYv1Q8g,Immersive Japanese anime restaurant serving anime food and drinks; a delicious and fun experience for the whole family!,https://maps.app.goo.gl/UWqCPe9caah36Xyq6,66e40c55ab4a1b2ad05fa9b5,https://thenugget.app/template/location/uzumaki-london-london-england
Casa Tua King's Cross,Casa Tua King's Cross,106 Cromer Street,London,England,WC1H 8BZ,GB,0 20 7833 1483,,http://www.casatualondon.com/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,09:00-22:00,09:00-22:00,Europe/London,,FALSE,casa-tua-king-s-cross-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f65765fd2652b3d7c6a_casa%2520tua%2520kings%2520x.jpeg,,,,,"106 Cromer St, London WC1H 8BZ, UK",51.5276685,-0.1235636,PJmQym6bJl,"Italian dining with 2 locations in Camden Town and Kings Cross. Serving breakfast, lunch, and dinner and their handmade pasta. 📸 Casa Tua",https://maps.app.goo.gl/GUmuggiUJX7YReTV7,66e40c56fd2ac7be9ff7a51f,https://thenugget.app/template/location/casa-tua-king-s-cross-london-england
The Lighterman,The Lighterman,3 Granary Square,London,England,N1C 4BH,GB,0 20 3846 3400,,http://thelighterman.co.uk/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-00:00,10:00-00:00,10:00-22:30,Europe/London,,FALSE,the-lighterman-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6609a716e933efe028_Screenshot%25202024-07-11%2520033138.png,,,,,"3 Granary Square, London N1C 4BH, UK",51.5352593,-0.1243704,gprAynw28X,"A pub and dining room over 3 floors and terraces, right on the canal at Granary Square in King's Cross. Kids menu from £7.",https://maps.app.goo.gl/qx1pYY7dj6x1TN9LA,66e40c58e3c54c66a4baec66,https://thenugget.app/template/location/the-lighterman-london-england
Morty & Bob's,Morty & Bob's,Coal Drops Yard,London,England,N1C 4DQ,GB,0 20 3668 7703,,https://www.mortyandbobs.com/kingscrossn1c,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-00:00,10:00-00:00,10:00-22:30,Europe/London,,FALSE,morty-bob-s-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6840ece5b3fa2026aa_Morty%2520and%2520bobs.jpeg,,,,,"Coal Drops Yard, London, England, N1C 4DQ, GB",51.5362376,-0.1261819,DJ36GqBn4m,"All day dining cafe, restaurant, and bar with 3 locations in London. Card payment only.",https://maps.app.goo.gl/AKm58ztpXNap3yk4A,66e40c591974d4d441bbfa5e,https://thenugget.app/template/location/morty-bob-s-london-england
Mildreds Soho,Mildreds Soho,45 Lexington Street,London,England,W1F 9AN,GB,0 20 7494 1634,,https://www.mildreds.com/soho/#w24-kids-copy,1,"High chair, Baby change in women's room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-22:00,Europe/London,,FALSE,mildreds-soho-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f69278c80cda2be778f_Mildred%2520soho%2520.jpeg,,,,,"45 Lexington St, Carnaby, London W1F 9AN, UK",51.5130279,-0.1364023,yJznPWVgJ6,A light-filled space with an plant-based menu and friendly staff. Kids menu from £7 with 6 locations around London.  📸 Mildreds,https://maps.app.goo.gl/5a5Sh5ME1ok8iCsM6,66e40c5a263f4387aa7d5326,https://thenugget.app/template/location/mildreds-soho-london-england
Azzurro,Azzurro,1 Sutton Walk,London,England,SE1 7ND,GB,0 20 7620 1300,,https://azzurro-restaurant.co.uk/wp-content/uploads/2024/03/Azzurro-A4-Kids-menu-24.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Kids' colouring, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,azzurro-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6a278c80cda2be7832_azzurro.png,,,,,"1 Sutton Walk, London SE1 7ND, UK",51.5044503,-0.1146752,kJ1kjrwEpq,"Minutes from Waterloo, near South Bank and Jubiliee Gardens Playground & London Eye, all-day Italian dining. Kids menu £7.95. Cash not accepted. 📸 Azzurro",https://maps.app.goo.gl/5jBxL4XUo8B74iQP7,66e40c5b4ba74f31a8fdb808,https://thenugget.app/template/location/azzurro-london-england
Crème de la Crêpe,Crème de la Crêpe,The Piazza,London,England,WC2E 8RE,GB,0 20 7836 6896,,https://www.cremedelacrepe.co.uk/menu,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Tourist attraction nearby, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Quick service, A/C",,09:30-00:30,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,Europe/London,,FALSE,creme-de-la-crepe-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6bde1265dbc0572859_creme%2520de%2520la%2520crepe.png,,,,,"29, The Market, The Piazza, London WC2E 8RE, UK",51.5117017,-0.1228551,G4gKy02G40,"In the heart of Covent Garden with sweet and savoury crepes. Combine with the Transport Museum, a show, or exploring the market. 📸 Crème de la Crêpe",https://maps.app.goo.gl/g4926LoF847joJpi9,66e40c603cbfb6aa20c17745,https://thenugget.app/template/location/creme-de-la-crepe-london-england
Frankie & Benny's,Frankie & Benny's,355-357 Strand,London,England,WC2R 0HR,GB,0 20 7836 4664,,https://www.frankieandbennys.com/restaurants/London/burleigh-house,0,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Cosy, Relaxed, Good for groups, Takeaway, A/C",,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-22:30,Europe/London,,FALSE,frankie-benny-s-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"355-357 Strand, London WC2R 0HR, UK",51.5111981,-0.1200557,w8lwy0k6Jv,An Italian-American style diner in a family-friendly atmosphere. 7 locations around London.,https://maps.app.goo.gl/NeD9gADfC711D4bX9,66e40c61dc02f44ce8474401,https://thenugget.app/template/location/frankie-benny-s-london-england
My Old Dutch,My Old Dutch,131-132 High Holborn,London,England,WC1V 6PS,GB,0 20 7242 5200,,http://www.myolddutch.com/restaurants-home/#holborn,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Fun / Quirky, Cosy, Relaxed, Good for groups, Takeaway, Healthy, Kids' colouring, Quick service, A/C",,10:00-21:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-18:00,Europe/London,,FALSE,my-old-dutch-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f71678d1f71e84f7cad_old%2520dutch%2520holborn.png,,,,,"131-132 High Holborn, London WC1V 6PS, UK",51.5175310,-0.1220063,OJNDAd1Qpn,"Since 1958, delicious pancakes with a nice selection of savoury and sweet pancakes, salads, Dutch starters, and desserts. Locations in Holborn and Chelsea. 📸 My Old Dutch",https://maps.app.goo.gl/8pDBu8rkgXWGbinz6,66e40c6361caa43f4236f58b,https://thenugget.app/template/location/my-old-dutch-london-england
Chin Chin Dessert Club (Chin Chin Ice Cream),Chin Chin Dessert Club (Chin Chin Ice Cream),54 Greek Street,London,England,W1D 3DS,GB,,,https://www.chinchinicecream.com/,1,"High chair, Baby change in women's room, Outdoor seating, Fun / Quirky, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Quick service, A/C",,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-22:00,13:00-23:00,13:00-20:00,Europe/London,,FALSE,chin-chin-dessert-club-chin-chin-ice-cream-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/6809f41a7c7a8e85578fa1b1_chin%2520chin%2520soho.jpeg,,,,,"54 Greek St, London W1D 3DS, UK",51.5143267,-0.1312209,zpBgxaXR4v,"Nitro ice cream with 3 locations around London. ""The Future of Ice Cream"". 📸 Chin Chin",https://maps.app.goo.gl/6QNc3qKuMcPNTiwB6,66e40c64991e1a63765e13b4,https://thenugget.app/template/location/chin-chin-dessert-club-chin-chin-ice-cream-london-england
INIS,INIS,13 Rookwood Way,London,England,E3 2XT,GB,,,http://www.inisfishisland.com/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Vegetarian, Vegan, Gluten free, Relaxed, Buzzy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C, Pram storage",,closed,closed,08:00-15:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-17:00,Europe/London,,FALSE,inis-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f73091321a63ede0f0b_IMG_7660.jpeg,,,,,"13 Rookwood Way, Fish Island, London E3 2XT, UK",51.5410075,-0.0230516,ZpoVy1Dn8D,"Opened in May 2024, this super friendly restaurant with delicious food, including counter salads, pastries, cakes, and hot food. Very welcoming of kids!  Combine with Victoria Park.",https://maps.app.goo.gl/cVG8aja5oSUVRWRk9,66e40c654bbe52ae3ba40c87,https://thenugget.app/template/location/inis-london-england
Circolo Popolare,Circolo Popolare,40-41 Rathbone Place,London,England,W1T 1HX,GB,,,https://www.circolopopolare.com/restaurants/circolopopolare-london,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Healthy, Kids' colouring, A/C",,"12:00-15:30,17:00-22:30","12:00-15:30,17:00-22:30","12:00-15:30,17:00-22:30",12:00-22:30,12:00-22:30,11:00-22:30,11:00-22:00,Europe/London,,FALSE,circolo-popolare-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c66fd2ac7be9ff7bc95_circolo%2520pololare.webp,,,,,"40-41 Rathbone Pl, London W1T 1HX, UK",51.5171895,-0.1338679,yJznAm7WJ6,Delicious Italian food with buzzy vibes and beautiful decor. 📸 Circolo Popolare,https://maps.app.goo.gl/6zscshiY62VfmdFz6,66e40c66fd2ac7be9ff7bcdf,https://thenugget.app/template/location/circolo-popolare-london-england
Spaghetti House,Spaghetti House,24 Cranbourn Street,London,England,WC2H 7AB,GB,0 20 7836 8168,info@spaghettihouse.co.uk,https://www.spaghettihouse.co.uk/location/cranbourn-street/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Cosy, Relaxed, Good for groups, Takeaway, Dog friendly, Healthy, Kids' colouring, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,spaghetti-house-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f75639cb5e91b66fd63_spahettie%2520cranborn.png,,,,,"24 Cranbourn St, London WC2H 7AB, UK",51.5117969,-0.1275746,X8Rje26D8A,"Since 1955, offering Italian dining with 8 locations across the city. 📸 Spaghetti House",https://maps.app.goo.gl/xjg9TqurhFCQtzqVA,66e40c68263f4387aa7d63f8,https://thenugget.app/template/location/spaghetti-house-london-england
The Jam,The Jam,289A King's Road,London,England,SW3 5EW,GB,0 20 7352 8827,bookingsthejam@hotmail.com,https://www.thejamrestaurant.com/,1,"High chair, Baby change in women's room, Small sharing plates, Vegetarian, Vegan, Dairy Free, Gluten free, Fun / Quirky, Cosy, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,17:00-22:30,16:00-22:30,16:00-22:30,16:00-22:30,12:00-23:00,12:00-23:00,12:00-22:30,Europe/London,,FALSE,the-jam-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f765ddbb5a45cf94094_the%2520jam.jpeg,,,,,"289A King's Rd, London SW3 5EW, UK",51.4852839,-0.1738437,5J0Wvybq4B,"Since 1972, delicious Italian dining over multi level booth seating with ladders to climb up to reach the up top seating. 📸 The Jam",https://maps.app.goo.gl/8DavXHfz1ev4Fras6,66e40c683f0c3f4e6164bae1,https://thenugget.app/template/location/the-jam-london-england
Gordon Ramsay Street Burger - Charing Cross Road,Gordon Ramsay Street Burger - Charing Cross Road,24-28 Charing Cross Road,London,England,WC2H 0HX,GB,0 20 7592 1361,charingcrossroad@gordonramsaystreetburger.com,https://www.gordonramsayrestaurants.com/en/uk/street-burger/menus/standard,1,"High chair, Baby change in unisex room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,11:30-22:00,11:30-22:00,11:30-22:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-22:00,Europe/London,,FALSE,gordon-ramsay-street-burger-charing-cross-road-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f776f22f1b524fd2290_Gordon_Ramsay_Street_Burger_Charing_Cross_Road_%2520Interior_5.png,,,,,"24-28 Charing Cross Rd, London WC2H 0HX, UK",51.5108033,-0.1281686,DJkEQne6pO,"Burgers, ribs, wings, sides, and a vegan menu. 6 locations around London. 📸 Gordon Ramsay Street Burger",https://maps.app.goo.gl/r6jT3cZRBThtnEa58,66e40c6a4bbe52ae3ba415de,https://thenugget.app/template/location/gordon-ramsay-street-burger-charing-cross-road-london-england
Heddon Street Kitchen,Heddon Street Kitchen,3-9 Heddon Street,London,England,W1B 4BE,GB,0 20 7592 1212,heddonstreetkitchen@gordonramsay.com,https://www.gordonramsayrestaurants.com/heddon-street-kitchen/menus/#Ramsay%20Kids,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Halal, Buzzy, Posh, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,07:30-23:00,07:30-23:00,07:45-23:00,07:30-23:30,07:30-23:30,11:30-23:30,11:30-21:00,Europe/London,,FALSE,heddon-street-kitchen-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f782817f79ec7ca0d90_heddon%2520street.png,,,,,"3-9 Heddon St, London W1B 4BE, UK",51.5107010,-0.1392904,dJEOVDLopW,"Gordon Ramsay restaurant that offers European dining for everyone, welcoming children of all ages. Kids 8 and under eat free Monday-Friday, one free with each puchase of an adult meal. Walk in dining only with no reservations; small dogs and guide dogs welcome;cash not accepted. 📸 Heddon Street Kitchen",https://maps.app.goo.gl/EP5eRfmyjga52n327,66e40c6be3c54c66a4bb05b0,https://thenugget.app/template/location/heddon-street-kitchen-london-england
