Name,Address Line 1,Address Line 2,City,State,Postcode,Country,Phone,Email,URL,Visible,Filters,Hours ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Timezone,Marker ID,Type,Slug,Image,Facebook,X / Twitter,Instagram,Yelp,Full Address,Lat,Lng,StoreRocket ID,Field: Details,Field: Google maps link,Field: Item ID,Button: View restaurant
Big Easy Restaurant - Covent Garden,Big Easy Restaurant - Covent Garden,12 Maiden Lane,London,England,WC2E 7NA,GB,0 20 4580 1173,,https://www.bigeasy.co.uk/menus/covent-garden-kids,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Fun / Quirky, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Kids' colouring, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:30,11:30-22:30,11:30-21:30,Europe/London,,FALSE,big-easy-restaurant-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c46f5ad5d18e8bbe928_big%2520easy%2520covent%2520garden.webp,,,,,"12 Maiden Ln, London WC2E 7NA, UK",51.5106786,-0.1229818,b4n2l2Mx4y,"Family owned since 1991, has authentic American BBQ with live music every night; pre-theatre menu available Monday-Friday from 4:00-5:30 pm; Weekday express lunch for £11; Cash not accepted. 📸 Big Easy",https://maps.app.goo.gl/PjME2PvscrPyukVB8,66e40c46f5ad5d18e8bbe92c,https://thenugget.app/template/location/big-easy-restaurant-covent-garden-london-england
Maxwell's Bar & Grill,Maxwell's Bar & Grill,34 King Street,London,England,WC2E 8JG,GB,0 20 7836 0303,,https://static1.squarespace.com/static/6033b2cd97baec38954ec857/t/660ed157fe51d02efe02020e/1712247137815/MAX+KIDS+ACTIVITY+MENU+MAR+2024.pdf,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Friendly staff, Healthy, Kids' colouring, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-00:00,12:00-00:00,12:00-23:00,Europe/London,,FALSE,maxwell-s-bar-grill-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5934a5ec5ff0dc71d2_maxwells.jpeg,,,,,"34 King St, London WC2E 8JG, UK",51.5116961,-0.1246264,rpXR5R3YJB,"American-style burgers, salads, ribs and grills with cocktail list and pre-theatre specials. Known as a family friendly restaurant with a kids meal for kids 10 and under: £9.95, including a main, side and pudding. Mocktails for kids also available. 📸 Maxwell's",https://maps.app.goo.gl/S5R3vKbvZSK3a7r39,66e40c4720ea1fdc6d74267b,https://thenugget.app/template/location/maxwell-s-bar-grill-london-england
Din Tai Fung Covent Garden,Din Tai Fung Covent Garden,5 Henrietta Street,London,England,WC2E 8PS,GB,0 20 3034 3888,,https://dintaifung-uk.com/discover/covent-garden/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Good for groups, Friendly staff, Healthy, A/C",,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,din-tai-fung-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f59091321a63edde0c8_din%2520tai%2520fung%2520cg.jpeg,,,,,"5 Henrietta St, London WC2E 8PS, UK",51.5112490,-0.1231764,LJyklkoDpl,"Flagship location for world-famous Chinese restaurant from Taiwan, known for its soup dumplings and noodles. Great for multi generational gatherings and celebrations. Cash not accepted. 📸 Din Tai Fung",https://maps.app.goo.gl/Qi4Sicw75gEFaKym6,66e40c479527ab23b4cdca7d,https://thenugget.app/template/location/din-tai-fung-covent-garden-london-england
Homeslice Neal's Yard,Homeslice Neal's Yard,13 Neal's Yard,London,England,WC2H 9DP,GB,0 20 3151 7488,,https://www.homeslicepizza.co.uk/menu,1,"High chair, Baby change in women's room, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-22:00,12:00-22:00,12:00-22:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:00,Europe/London,,FALSE,homeslice-neal-s-yard-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5b25c7cd820d7e6628_homeslice.%2520neals%2520yeard.jpeg,,,,,"13 Neal's Yard, London WC2H 9DP, UK",51.5146643,-0.1264717,287y5yB64A,"Classic and creative pizzas, served 20"" or by the slice, also offering prosecco and  beers. 3 locations around London; Walk ins only; Cash not accepted. 📸 Homeslice",https://maps.app.goo.gl/XeHqqqbVMbCP2drC8,66e40c49e9d6ea4ba778b12b,https://thenugget.app/template/location/homeslice-neal-s-yard-london-england
Darwin Brasserie,Darwin Brasserie,"Level 36, Sky Garden Walk",London,England,EC3M 8AF,GB,0 333 772 0020,,https://skygarden.london/restaurants/darwin-brasserie/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Good for groups, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,08:30-22:00,08:30-22:00,08:30-22:00,08:30-22:00,08:30-22:30,08:30-22:30,08:30-21:30,Europe/London,,FALSE,darwin-brasserie-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5c765fd2652b3d7423_darwin%2520brasserie.jpeg,,,,,"Level 36, Sky Garden Walk, London, England, EC3M 8AF, GB",51.5112152,-0.0834590,x86GLG2Bpy,36th-floor restaurant in Sky Garden serving seasonal British dishes from breakfast to dinner. Spectacular views over London. Children must be accompanied by a guardian/parents (18+). Children not able to visit the gardens or bars after 6pm on weekdays and 9pm on the weekends. Cash not accepted. 📸 Darwin Brasserie,https://maps.app.goo.gl/pRU5tdQLonHixT9x9,66e40c4961caa43f4236d966,https://thenugget.app/template/location/darwin-brasserie-london-england
Jollibee Leicester Square,Jollibee Leicester Square,22 Leicester Square,London,England,WC2H 7LE,GB,0 20 7839 7150,,http://www.jollibee.uk/,0,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Good for groups, Takeaway, Friendly staff, Quick service, A/C",,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-23:00,10:00-23:00,10:00-22:00,Europe/London,,FALSE,jollibee-leicester-square-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"22 Leicester Square, London WC2H 7LE, UK",51.5106763,-0.1293528,0pjYlYEg86,"Philippines chain serving fried chicken, burgers & spaghetti with a Filipino flavor with counter-service. 2 locations in London; Cash not accepted; No parking available",https://maps.app.goo.gl/CbXpkjmopCewBSyd7,66e40c4a7f67db5058944c5e,https://thenugget.app/template/location/jollibee-leicester-square-london-england
T. Rex Restaurant,T. Rex Restaurant,Cromwell Road,London,England,SW7 5BD,GB,0 20 7942 5000,,https://www.nhm.ac.uk/content/dam/nhm-www/visit/Eatdrinkandshop/menus/T.Rex-Restaurant-Menu.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Friendly staff, Healthy, Kids' colouring, Kids' play space, Quick service, A/C",,11:00-20:30,11:00-20:30,11:00-20:30,10:30-22:00,10:30-22:00,10:30-22:00,11:00-20:30,Europe/London,,FALSE,t-rex-restaurant-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5d18671d9375e81415_t-rex-grill-hti.jpg.thumb.768.768.jpeg,,,,,"Natural History Museum (Green Zone, Cromwell Rd, South Kensington, London SW7 5BD, UK",51.4965426,-0.1759764,y8GDkD0Bpr,"Family-friendly restaurant in the Natural History Museum for burgers, salads & stone-baked pizzas. Kids meals: Main and drink £8.5; OR Main, drink and dessert £11. Cash not accepted. 📸 Natural History Museum",https://maps.app.goo.gl/an7Cbv5C13vG6rpz5,66e40c4bdc02f44ce8471f8a,https://thenugget.app/template/location/t-rex-restaurant-london-england
Harrods Food Halls,Harrods Food Halls,87-135 Brompton Road,London,England,SW1X 7XL,GB,,,https://www.harrods.com/en-gb/c/restaurants/dining-hall,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Posh, Good for groups, Takeaway, Friendly staff, Healthy, A/C",,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,11:30-18:00,Europe/London,,FALSE,harrods-food-halls-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5ea29a8096c4702a04_harrods.jpeg,,,,,"Food Halls, GROUND FLOOR, Harrods, 87-135 Brompton Rd, London SW1X 7XL, UK",51.4990913,-0.1628889,MJbZ0GB6JX,"The Harrods Food Hall 7 restaurants including Caviar Bar, Dim Sum by China Tang, The Grill, Kerridge's Fish & Chips, Kinoya Ramen Bar, Pasta Evangelists by Perbellini, and Sushi by MASA.  📸 Harrods",https://maps.app.goo.gl/F42AQWytXoaVRzf1A,66e40c4ccad9594ee3e59368,https://thenugget.app/template/location/harrods-food-halls-london-england
Thai Square Islington,Thai Square Islington,347-349 Upper Street,London,England,N1 0PD,GB,0 20 7704 2000,,http://www.thaisq.com/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Relaxed, Buzzy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,"12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:00,17:30-22:00","12:00-15:15,17:30-23:00",12:00-23:00,12:00-22:00,Europe/London,,FALSE,thai-square-islington-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5ffd4d5b193e65e0b1_Thai%2520sq%2520islington.jpeg,,,,,"347-349 Upper St, London N1 0PD, UK",51.5349221,-0.1042182,wpZnyVj1pA,A Thai restaurant offering express lunch menu Monday-Friday from 12-3 pm and an early bird menu from 12:00-6:30 pm every day; Cash not accepted. 8 locations around London. 📸 Thai Square,https://maps.app.goo.gl/MExr3k3FXn1Q3hQ3A,66e40c4ced785208ce669699,https://thenugget.app/template/location/thai-square-islington-london-england
14 Hills,14 Hills,120 Fenchurch Street,London,England,EC3M 5AL,GB,0 20 3981 5222,,http://14hills.co.uk/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Buzzy, Posh, Good for groups, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-00:00,12:00-22:30,Europe/London,,FALSE,14-hills-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f62bc5ec6e46f35ec59_14%2520hills.png,,,,,"14th floor, 120 Fenchurch St, London EC3M 5AL, UK",51.5122730,-0.0808058,gpaAydYEpZ,"On top of the 14th floor, all-day dining with British favourites and a French touch: seafood, meat and more. Kids meal £15. Cash not accepted. 📸 14 Hills",https://maps.app.goo.gl/wXU4jy8jzQ15fqeHA,66e40c51ab4a1b2ad05fa70b,https://thenugget.app/template/location/14-hills-london-england
YORI (Covent Garden),YORI (Covent Garden),15 Catherine Street,London,England,WC2B 5LA,GB,0 20 7836 3145,,https://yoriuk.com/covent-garden/,1,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Friendly staff, Healthy, Quick service, A/C",,12:00-23:00,12:00-23:00,12:00-21:30,12:00-23:00,12:00-23:00,12:00-23:00,12:00-22:00,Europe/London,,FALSE,yori-covent-garden-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f63f5a20e567497c637_yori%2520cg.png,,,,,"15 Catherine St, London WC2B 5LA, UK",51.5122682,-0.1198011,N4Q6yDVKJO,"Authentic Korean restaurant serving starts, fried chicken, stew, stir fry, BBQ, rice, bibimbap, noodles, kimchi and desserts; with 8 locations around London. 📸 Yori",https://maps.app.goo.gl/UcE4puKdPXp8QfGf7,66e40c53e530ca2a89d40f56,https://thenugget.app/template/location/yori-covent-garden-london-england
Gordon Ramsay Street Pizza - St Paul's,Gordon Ramsay Street Pizza - St Paul's,10 Bread Street,London,England,EC4M 9AJ,GB,0 20 7499 0120,,https://www.gordonramsayrestaurants.com/en/uk/street-pizza/menus/st-paul-s,1,"High chair, Baby change in unisex room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Games available, Quick service, A/C",,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-21:00,Europe/London,,FALSE,gordon-ramsay-street-pizza-st-paul-s-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f646a2f8e884847b20f_gordon%2520street%2520pizza%2520st%2520pauls.jpeg,,,,,"Ground Floor, 10 Bread St, London EC4M 9AJ, UK",51.5133615,-0.0949946,ZpoVygdV8D,"Bottomless pizzas for £20; bottomless kids pizza for £10, delicious sides, amazing cocktails and beers; 4 lcoations around London. 📸 Gordon Ramsay's Street Pizza",https://maps.app.goo.gl/gomV54QnGXH78XSx8,66e40c54e9d6ea4ba778bccf,https://thenugget.app/template/location/gordon-ramsay-street-pizza-st-paul-s-london-england
Uzumaki London,Uzumaki London,107 Great Russell Street,London,England,WC1B 3NB,GB,0 7746 998623,,http://www.uzumakilondon.com/,0,"High chair, Baby change in women's room, Wheelchair access, Small sharing plates, Vegetarian, Vegan, Halal, Fun / Quirky, Cosy, Good for groups, Takeaway, Teen favourite, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,closed,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,12:00-23:00,Europe/London,,FALSE,uzumaki-london-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4cb127b9b6e35c92e1_Color%2520logo%2520with%2520background%25201%2520(2).png,,,,,"107 Great Russell St, London WC1B 3NB, UK",51.5175444,-0.1292386,64KeYv1Q8g,Immersive Japanese anime restaurant serving anime food and drinks; a delicious and fun experience for the whole family!,https://maps.app.goo.gl/UWqCPe9caah36Xyq6,66e40c55ab4a1b2ad05fa9b5,https://thenugget.app/template/location/uzumaki-london-london-england
Casa Tua King's Cross,Casa Tua King's Cross,106 Cromer Street,London,England,WC1H 8BZ,GB,0 20 7833 1483,,http://www.casatualondon.com/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,10:30-22:00,09:00-22:00,09:00-22:00,Europe/London,,FALSE,casa-tua-king-s-cross-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f65765fd2652b3d7c6a_casa%2520tua%2520kings%2520x.jpeg,,,,,"106 Cromer St, London WC1H 8BZ, UK",51.5276685,-0.1235636,PJmQym6bJl,"Italian dining with 2 locations in Camden Town and Kings Cross. Serving breakfast, lunch, and dinner and their handmade pasta. 📸 Casa Tua",https://maps.app.goo.gl/GUmuggiUJX7YReTV7,66e40c56fd2ac7be9ff7a51f,https://thenugget.app/template/location/casa-tua-king-s-cross-london-england
The Lighterman,The Lighterman,3 Granary Square,London,England,N1C 4BH,GB,0 20 3846 3400,,http://thelighterman.co.uk/,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-00:00,10:00-00:00,10:00-22:30,Europe/London,,FALSE,the-lighterman-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6609a716e933efe028_Screenshot%25202024-07-11%2520033138.png,,,,,"3 Granary Square, London N1C 4BH, UK",51.5352593,-0.1243704,gprAynw28X,"A pub and dining room over 3 floors and terraces, right on the canal at Granary Square in King's Cross. Kids menu from £7.",https://maps.app.goo.gl/qx1pYY7dj6x1TN9LA,66e40c58e3c54c66a4baec66,https://thenugget.app/template/location/the-lighterman-london-england
Morty & Bob's,Morty & Bob's,Coal Drops Yard,London,England,N1C 4DQ,GB,0 20 3668 7703,,https://www.mortyandbobs.com/kingscrossn1c,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Relaxed, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Quick service, A/C",,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-00:00,10:00-00:00,10:00-22:30,Europe/London,,FALSE,morty-bob-s-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6840ece5b3fa2026aa_Morty%2520and%2520bobs.jpeg,,,,,"Coal Drops Yard, London, England, N1C 4DQ, GB",51.5362376,-0.1261819,DJ36GqBn4m,"All day dining cafe, restaurant, and bar with 3 locations in London. Card payment only.",https://maps.app.goo.gl/AKm58ztpXNap3yk4A,66e40c591974d4d441bbfa5e,https://thenugget.app/template/location/morty-bob-s-london-england
Mildreds Soho,Mildreds Soho,45 Lexington Street,London,England,W1F 9AN,GB,0 20 7494 1634,,https://www.mildreds.com/soho/#w24-kids-copy,1,"High chair, Baby change in women's room, Kids' menu, Outdoor seating, Small sharing plates, Vegetarian, Vegan, Cosy, Good for groups, Takeaway, Dog friendly, Friendly staff, Healthy, Kids' colouring, Quick service, A/C",,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-22:00,Europe/London,,FALSE,mildreds-soho-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f69278c80cda2be778f_Mildred%2520soho%2520.jpeg,,,,,"45 Lexington St, Carnaby, London W1F 9AN, UK",51.5130279,-0.1364023,yJznPWVgJ6,A light-filled space with an plant-based menu and friendly staff. Kids menu from £7 with 6 locations around London.  📸 Mildreds,https://maps.app.goo.gl/5a5Sh5ME1ok8iCsM6,66e40c5a263f4387aa7d5326,https://thenugget.app/template/location/mildreds-soho-london-england
Azzurro,Azzurro,1 Sutton Walk,London,England,SE1 7ND,GB,0 20 7620 1300,,https://azzurro-restaurant.co.uk/wp-content/uploads/2024/03/Azzurro-A4-Kids-menu-24.pdf,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Playground nearby, Tourist attraction nearby, Small sharing plates, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Kids' colouring, A/C",,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-22:00,Europe/London,,FALSE,azzurro-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6a278c80cda2be7832_azzurro.png,,,,,"1 Sutton Walk, London SE1 7ND, UK",51.5044503,-0.1146752,kJ1kjrwEpq,"Minutes from Waterloo, near South Bank and Jubiliee Gardens Playground & London Eye, all-day Italian dining. Kids menu £7.95. Cash not accepted. 📸 Azzurro",https://maps.app.goo.gl/5jBxL4XUo8B74iQP7,66e40c5b4ba74f31a8fdb808,https://thenugget.app/template/location/azzurro-london-england
Crème de la Crêpe,Crème de la Crêpe,The Piazza,London,England,WC2E 8RE,GB,0 20 7836 6896,,https://www.cremedelacrepe.co.uk/menu,1,"High chair, Baby change in women's room, Kids' menu, Wheelchair access, Outdoor seating, Tourist attraction nearby, Vegetarian, Vegan, Relaxed, Buzzy, Good for groups, Takeaway, Healthy, Quick service, A/C",,09:30-00:30,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,Europe/London,,FALSE,creme-de-la-crepe-london-england,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f6bde1265dbc0572859_creme%2520de%2520la%2520crepe.png,,,,,"29, The Market, The Piazza, London WC2E 8RE, UK",51.5117017,-0.1228551,G4gKy02G40,"In the heart of Covent Garden with sweet and savoury crepes. Combine with the Transport Museum, a show, or exploring the market. 📸 Crème de la Crêpe",https://maps.app.goo.gl/g4926LoF847joJpi9,66e40c603cbfb6aa20c17745,https://thenugget.app/template/location/creme-de-la-crepe-london-england
